
TASKTYPE,ECCMAGNITUDE,TRIAL,RT,CUE,CUEVALIDITY,STIMCOLOR,STIMLOC,RESPONSE,CORRECTRESPONSE,ACCURACY,STIMWAITTIME,TAG,RULES
ENDOATTNTASK,7 DVA,33,345,>,VALID 80%,Green,7,J,J,CORRECT,1055,Draft,EPIC
ENDOATTNTASK,7 DVA,34,361,>,VALID 80%,Green,7,J,J,CORRECT,539,Draft,EPIC
ENDOATTNTASK,7 DVA,35,438,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,512,Draft,EPIC
ENDOATTNTASK,7 DVA,36,353,<,VALID 80%,Blue,-7,F,F,CORRECT,1147,Draft,EPIC
ENDOATTNTASK,7 DVA,37,466,<,VALID 80%,Yellow,-7,J,J,CORRECT,1034,Draft,EPIC
ENDOATTNTASK,7 DVA,38,531,<,INVALID 20%,Blue,7,F,F,CORRECT,1169,Draft,EPIC
ENDOATTNTASK,7 DVA,39,328,<,VALID 80%,Red,-7,F,F,CORRECT,872,Draft,EPIC
ENDOATTNTASK,7 DVA,40,458,>,VALID 80%,Yellow,7,J,J,CORRECT,1242,Draft,EPIC
ENDOATTNTASK,7 DVA,41,353,<,VALID 80%,Green,-7,J,J,CORRECT,1097,Draft,EPIC
ENDOATTNTASK,7 DVA,42,423,<,VALID 80%,Red,-7,F,F,CORRECT,927,Draft,EPIC
ENDOATTNTASK,7 DVA,43,365,>,VALID 80%,Red,7,F,F,CORRECT,885,Draft,EPIC
ENDOATTNTASK,7 DVA,44,435,<,VALID 80%,Yellow,-7,J,J,CORRECT,1215,Draft,EPIC
ENDOATTNTASK,7 DVA,45,325,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,675,Draft,EPIC
ENDOATTNTASK,7 DVA,46,453,<,VALID 80%,Blue,-7,F,F,CORRECT,597,Draft,EPIC
ENDOATTNTASK,7 DVA,47,518,+,NEUTRAL 50%,Green,7,J,J,CORRECT,682,Draft,EPIC
ENDOATTNTASK,7 DVA,48,361,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1289,Draft,EPIC
ENDOATTNTASK,7 DVA,49,448,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1202,Draft,EPIC
ENDOATTNTASK,7 DVA,50,452,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1298,Draft,EPIC
ENDOATTNTASK,7 DVA,51,332,>,VALID 80%,Red,7,F,F,CORRECT,568,Draft,EPIC
ENDOATTNTASK,7 DVA,52,419,<,INVALID 20%,Blue,7,F,F,CORRECT,1181,Draft,EPIC
ENDOATTNTASK,7 DVA,53,417,<,INVALID 20%,Blue,7,F,F,CORRECT,583,Draft,EPIC
ENDOATTNTASK,7 DVA,54,373,>,VALID 80%,Red,7,F,F,CORRECT,827,Draft,EPIC
ENDOATTNTASK,7 DVA,55,515,<,INVALID 20%,Green,7,J,J,CORRECT,1085,Draft,EPIC
ENDOATTNTASK,7 DVA,56,435,>,VALID 80%,Blue,7,F,F,CORRECT,1065,Draft,EPIC
ENDOATTNTASK,7 DVA,57,435,>,INVALID 20%,Red,-7,F,F,CORRECT,765,Draft,EPIC
ENDOATTNTASK,7 DVA,58,465,>,VALID 80%,Green,7,J,J,CORRECT,1085,Draft,EPIC
ENDOATTNTASK,7 DVA,59,543,<,INVALID 20%,Red,7,F,F,CORRECT,907,Draft,EPIC
ENDOATTNTASK,7 DVA,60,457,>,VALID 80%,Yellow,7,J,J,CORRECT,893,Draft,EPIC
ENDOATTNTASK,7 DVA,61,455,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1195,Draft,EPIC
ENDOATTNTASK,7 DVA,62,449,>,VALID 80%,Red,7,F,F,CORRECT,1201,Draft,EPIC
ENDOATTNTASK,7 DVA,63,361,>,VALID 80%,Blue,7,F,F,CORRECT,739,Draft,EPIC
ENDOATTNTASK,7 DVA,64,425,<,VALID 80%,Green,-7,J,J,CORRECT,925,Draft,EPIC
ENDOATTNTASK,7 DVA,65,342,>,VALID 80%,Green,7,J,J,CORRECT,908,Draft,EPIC
ENDOATTNTASK,7 DVA,66,453,<,VALID 80%,Blue,-7,F,F,CORRECT,547,Draft,EPIC
ENDOATTNTASK,7 DVA,67,446,>,INVALID 20%,Blue,-7,F,F,CORRECT,1054,Draft,EPIC
ENDOATTNTASK,7 DVA,68,425,>,INVALID 20%,Blue,-7,F,F,CORRECT,525,Draft,EPIC
ENDOATTNTASK,7 DVA,69,465,<,VALID 80%,Green,-7,J,J,CORRECT,835,Draft,EPIC
ENDOATTNTASK,7 DVA,70,436,>,VALID 80%,Red,7,F,F,CORRECT,1214,Draft,EPIC
ENDOATTNTASK,7 DVA,71,423,<,INVALID 20%,Red,7,F,F,CORRECT,627,Draft,EPIC
ENDOATTNTASK,7 DVA,72,453,<,INVALID 20%,Blue,7,F,F,CORRECT,747,Draft,EPIC
ENDOATTNTASK,7 DVA,73,469,<,VALID 80%,Green,-7,J,J,CORRECT,831,Draft,EPIC
ENDOATTNTASK,7 DVA,74,437,<,VALID 80%,Red,-7,F,F,CORRECT,513,Draft,EPIC
ENDOATTNTASK,7 DVA,75,465,<,VALID 80%,Green,-7,J,J,CORRECT,635,Draft,EPIC
ENDOATTNTASK,7 DVA,76,537,>,INVALID 20%,Red,-7,F,F,CORRECT,513,Draft,EPIC
ENDOATTNTASK,7 DVA,77,358,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,992,Draft,EPIC
ENDOATTNTASK,7 DVA,78,539,>,INVALID 20%,Yellow,-7,J,J,CORRECT,1011,Draft,EPIC
ENDOATTNTASK,7 DVA,79,424,+,NEUTRAL 50%,Green,7,J,J,CORRECT,676,Draft,EPIC
ENDOATTNTASK,7 DVA,80,442,<,INVALID 20%,Green,7,J,J,CORRECT,858,Draft,EPIC
ENDOATTNTASK,7 DVA,81,330,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1070,Draft,EPIC
ENDOATTNTASK,7 DVA,82,420,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,680,Draft,EPIC
ENDOATTNTASK,7 DVA,83,363,>,VALID 80%,Yellow,7,J,J,CORRECT,537,Draft,EPIC
ENDOATTNTASK,7 DVA,84,473,>,VALID 80%,Blue,7,F,F,CORRECT,1177,Draft,EPIC
ENDOATTNTASK,7 DVA,85,368,<,VALID 80%,Blue,-7,F,F,CORRECT,1282,Draft,EPIC
ENDOATTNTASK,7 DVA,86,470,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,980,Draft,EPIC
ENDOATTNTASK,7 DVA,87,520,<,INVALID 20%,Blue,7,F,F,CORRECT,1080,Draft,EPIC
ENDOATTNTASK,7 DVA,88,537,<,INVALID 20%,Green,7,J,J,CORRECT,1113,Draft,EPIC
ENDOATTNTASK,7 DVA,89,441,>,VALID 80%,Blue,7,F,F,CORRECT,909,Draft,EPIC
ENDOATTNTASK,7 DVA,90,326,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,624,Draft,EPIC
ENDOATTNTASK,7 DVA,91,442,<,VALID 80%,Yellow,-7,J,J,CORRECT,958,Draft,EPIC
ENDOATTNTASK,7 DVA,92,409,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1141,Draft,EPIC
ENDOATTNTASK,7 DVA,93,466,>,INVALID 20%,Green,-7,J,J,CORRECT,1284,Draft,EPIC
ENDOATTNTASK,7 DVA,94,447,>,VALID 80%,Red,7,F,F,CORRECT,1253,Draft,EPIC
ENDOATTNTASK,7 DVA,95,425,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,925,Draft,EPIC
ENDOATTNTASK,7 DVA,96,364,<,VALID 80%,Red,-7,F,F,CORRECT,836,Draft,EPIC
ENDOATTNTASK,7 DVA,97,345,>,VALID 80%,Red,7,F,F,CORRECT,1105,Draft,EPIC
ENDOATTNTASK,7 DVA,98,453,+,NEUTRAL 50%,Red,7,F,F,CORRECT,797,Draft,EPIC
ENDOATTNTASK,7 DVA,99,477,>,VALID 80%,Yellow,7,J,J,CORRECT,873,Draft,EPIC
ENDOATTNTASK,7 DVA,100,456,<,VALID 80%,Blue,-7,F,F,CORRECT,644,Draft,EPIC
ENDOATTNTASK,7 DVA,101,360,<,VALID 80%,Red,-7,F,F,CORRECT,540,Draft,EPIC
ENDOATTNTASK,7 DVA,102,436,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,814,Draft,EPIC
ENDOATTNTASK,7 DVA,103,348,<,VALID 80%,Green,-7,J,J,CORRECT,752,Draft,EPIC
ENDOATTNTASK,7 DVA,104,429,<,VALID 80%,Red,-7,F,F,CORRECT,1071,Draft,EPIC
ENDOATTNTASK,7 DVA,105,355,<,VALID 80%,Red,-7,F,F,CORRECT,995,Draft,EPIC
ENDOATTNTASK,7 DVA,106,441,>,VALID 80%,Yellow,7,J,J,CORRECT,1059,Draft,EPIC
ENDOATTNTASK,7 DVA,107,469,<,VALID 80%,Red,-7,F,F,CORRECT,1181,Draft,EPIC
ENDOATTNTASK,7 DVA,108,430,<,VALID 80%,Green,-7,J,J,CORRECT,1020,Draft,EPIC
ENDOATTNTASK,7 DVA,109,458,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1092,Draft,EPIC
ENDOATTNTASK,7 DVA,110,360,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1240,Draft,EPIC
ENDOATTNTASK,7 DVA,111,431,>,VALID 80%,Green,7,J,J,CORRECT,569,Draft,EPIC
ENDOATTNTASK,7 DVA,112,351,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1149,Draft,EPIC
ENDOATTNTASK,7 DVA,113,354,>,VALID 80%,Yellow,7,J,J,CORRECT,796,Draft,EPIC
ENDOATTNTASK,7 DVA,114,476,>,VALID 80%,Blue,7,F,F,CORRECT,724,Draft,EPIC
ENDOATTNTASK,7 DVA,115,366,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1034,Draft,EPIC
ENDOATTNTASK,7 DVA,116,443,<,INVALID 20%,Blue,7,F,F,CORRECT,557,Draft,EPIC
ENDOATTNTASK,7 DVA,117,357,>,VALID 80%,Red,7,F,F,CORRECT,643,Draft,EPIC
ENDOATTNTASK,7 DVA,118,541,+,NEUTRAL 50%,Green,7,J,J,CORRECT,959,Draft,EPIC
ENDOATTNTASK,7 DVA,119,348,>,VALID 80%,Yellow,7,J,J,CORRECT,502,Draft,EPIC
ENDOATTNTASK,7 DVA,120,551,<,INVALID 20%,Red,7,F,F,CORRECT,799,Draft,EPIC
ENDOATTNTASK,7 DVA,121,346,<,VALID 80%,Blue,-7,F,F,CORRECT,804,Draft,EPIC
ENDOATTNTASK,7 DVA,122,478,>,VALID 80%,Yellow,7,J,J,CORRECT,622,Draft,EPIC
ENDOATTNTASK,7 DVA,123,369,>,VALID 80%,Yellow,7,J,J,CORRECT,781,Draft,EPIC
ENDOATTNTASK,7 DVA,124,431,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1269,Draft,EPIC
ENDOATTNTASK,7 DVA,125,349,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,851,Draft,EPIC
ENDOATTNTASK,7 DVA,126,351,>,VALID 80%,Green,7,J,J,CORRECT,1099,Draft,EPIC
ENDOATTNTASK,7 DVA,127,471,>,VALID 80%,Red,7,F,F,CORRECT,879,Draft,EPIC
ENDOATTNTASK,7 DVA,128,434,<,VALID 80%,Green,-7,J,J,CORRECT,866,Draft,EPIC
ENDOATTNTASK,7 DVA,129,423,>,INVALID 20%,Green,-7,J,J,CORRECT,777,Draft,EPIC
ENDOATTNTASK,7 DVA,130,421,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1029,Draft,EPIC
ENDOATTNTASK,7 DVA,131,438,<,VALID 80%,Red,-7,F,F,CORRECT,562,Draft,EPIC
ENDOATTNTASK,7 DVA,132,421,<,VALID 80%,Green,-7,J,J,CORRECT,579,Draft,EPIC
ENDOATTNTASK,7 DVA,133,467,<,VALID 80%,Red,-7,F,F,CORRECT,733,Draft,EPIC
ENDOATTNTASK,7 DVA,134,365,<,VALID 80%,Blue,-7,F,F,CORRECT,1135,Draft,EPIC
ENDOATTNTASK,7 DVA,135,452,<,VALID 80%,Green,-7,J,J,CORRECT,798,Draft,EPIC
ENDOATTNTASK,7 DVA,136,554,<,INVALID 20%,Blue,7,F,F,CORRECT,946,Draft,EPIC
ENDOATTNTASK,7 DVA,137,410,<,INVALID 20%,Blue,7,F,F,CORRECT,890,Draft,EPIC
ENDOATTNTASK,7 DVA,138,355,>,VALID 80%,Blue,7,F,F,CORRECT,695,Draft,EPIC
ENDOATTNTASK,7 DVA,139,470,>,VALID 80%,Yellow,7,J,J,CORRECT,580,Draft,EPIC
ENDOATTNTASK,7 DVA,140,554,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1196,Draft,EPIC
ENDOATTNTASK,7 DVA,141,416,+,NEUTRAL 50%,Red,7,F,F,CORRECT,534,Draft,EPIC
ENDOATTNTASK,7 DVA,142,355,>,VALID 80%,Red,7,F,F,CORRECT,995,Draft,EPIC
ENDOATTNTASK,7 DVA,143,435,>,INVALID 20%,Blue,-7,F,F,CORRECT,815,Draft,EPIC
ENDOATTNTASK,7 DVA,144,479,>,VALID 80%,Yellow,7,J,J,CORRECT,1071,Draft,EPIC
ENDOATTNTASK,7 DVA,145,358,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,892,Draft,EPIC
ENDOATTNTASK,7 DVA,146,509,<,INVALID 20%,Red,7,F,F,CORRECT,1241,Draft,EPIC
ENDOATTNTASK,7 DVA,147,353,>,VALID 80%,Blue,7,F,F,CORRECT,1047,Draft,EPIC
ENDOATTNTASK,7 DVA,148,464,<,VALID 80%,Green,-7,J,J,CORRECT,1136,Draft,EPIC
ENDOATTNTASK,7 DVA,149,447,>,VALID 80%,Red,7,F,F,CORRECT,1103,Draft,EPIC
ENDOATTNTASK,7 DVA,150,447,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1003,Draft,EPIC
ENDOATTNTASK,7 DVA,151,427,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,773,Draft,EPIC
ENDOATTNTASK,7 DVA,152,431,<,VALID 80%,Blue,-7,F,F,CORRECT,1069,Draft,EPIC
ENDOATTNTASK,7 DVA,153,434,>,VALID 80%,Green,7,J,J,CORRECT,516,Draft,EPIC
ENDOATTNTASK,7 DVA,154,442,>,VALID 80%,Blue,7,F,F,CORRECT,658,Draft,EPIC
ENDOATTNTASK,7 DVA,155,454,<,VALID 80%,Green,-7,J,J,CORRECT,1146,Draft,EPIC
ENDOATTNTASK,7 DVA,156,329,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,571,Draft,EPIC
ENDOATTNTASK,7 DVA,157,339,<,VALID 80%,Green,-7,J,J,CORRECT,811,Draft,EPIC
ENDOATTNTASK,7 DVA,158,421,<,VALID 80%,Red,-7,F,F,CORRECT,1029,Draft,EPIC
ENDOATTNTASK,7 DVA,159,350,<,VALID 80%,Red,-7,F,F,CORRECT,1200,Draft,EPIC
ENDOATTNTASK,7 DVA,160,352,>,VALID 80%,Red,7,F,F,CORRECT,998,Draft,EPIC
ENDOATTNTASK,7 DVA,161,430,<,VALID 80%,Yellow,-7,J,J,CORRECT,1170,Draft,EPIC
ENDOATTNTASK,7 DVA,162,432,<,INVALID 20%,Green,7,J,J,CORRECT,1068,Draft,EPIC
ENDOATTNTASK,7 DVA,163,359,>,VALID 80%,Green,7,J,J,CORRECT,1141,Draft,EPIC
ENDOATTNTASK,7 DVA,164,365,>,VALID 80%,Yellow,7,J,J,CORRECT,685,Draft,EPIC
ENDOATTNTASK,7 DVA,165,440,<,VALID 80%,Blue,-7,F,F,CORRECT,910,Draft,EPIC
ENDOATTNTASK,7 DVA,166,361,>,VALID 80%,Blue,7,F,F,CORRECT,639,Draft,EPIC
ENDOATTNTASK,7 DVA,167,445,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1155,Draft,EPIC
ENDOATTNTASK,7 DVA,168,447,>,VALID 80%,Red,7,F,F,CORRECT,1153,Draft,EPIC
ENDOATTNTASK,7 DVA,169,450,>,VALID 80%,Yellow,7,J,J,CORRECT,1000,Draft,EPIC
ENDOATTNTASK,7 DVA,170,541,+,NEUTRAL 50%,Red,7,F,F,CORRECT,909,Draft,EPIC
ENDOATTNTASK,7 DVA,171,374,>,VALID 80%,Red,7,F,F,CORRECT,1026,Draft,EPIC
ENDOATTNTASK,7 DVA,172,377,>,VALID 80%,Blue,7,F,F,CORRECT,1123,Draft,EPIC
ENDOATTNTASK,7 DVA,173,440,<,VALID 80%,Green,-7,J,J,CORRECT,560,Draft,EPIC
ENDOATTNTASK,7 DVA,174,458,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,942,Draft,EPIC
ENDOATTNTASK,7 DVA,175,342,<,VALID 80%,Blue,-7,F,F,CORRECT,858,Draft,EPIC
ENDOATTNTASK,7 DVA,176,466,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,884,Draft,EPIC
ENDOATTNTASK,7 DVA,177,535,>,INVALID 20%,Blue,-7,F,F,CORRECT,865,Draft,EPIC
ENDOATTNTASK,7 DVA,178,509,<,INVALID 20%,Yellow,7,J,J,CORRECT,941,Draft,EPIC
ENDOATTNTASK,7 DVA,179,429,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,871,Draft,EPIC
ENDOATTNTASK,7 DVA,180,344,<,VALID 80%,Blue,-7,F,F,CORRECT,856,Draft,EPIC
ENDOATTNTASK,7 DVA,181,468,<,VALID 80%,Green,-7,J,J,CORRECT,632,Draft,EPIC
ENDOATTNTASK,7 DVA,182,552,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1298,Draft,EPIC
ENDOATTNTASK,7 DVA,183,351,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,699,Draft,EPIC
ENDOATTNTASK,7 DVA,184,432,>,VALID 80%,Green,7,J,J,CORRECT,518,Draft,EPIC
ENDOATTNTASK,7 DVA,185,422,<,VALID 80%,Red,-7,F,F,CORRECT,878,Draft,EPIC
ENDOATTNTASK,7 DVA,186,362,<,VALID 80%,Blue,-7,F,F,CORRECT,888,Draft,EPIC
ENDOATTNTASK,7 DVA,187,530,+,NEUTRAL 50%,Green,7,J,J,CORRECT,520,Draft,EPIC
ENDOATTNTASK,7 DVA,188,344,<,VALID 80%,Green,-7,J,J,CORRECT,906,Draft,EPIC
ENDOATTNTASK,7 DVA,189,475,>,VALID 80%,Blue,7,F,F,CORRECT,575,Draft,EPIC
ENDOATTNTASK,7 DVA,190,343,<,VALID 80%,Red,-7,F,F,CORRECT,1157,Draft,EPIC
ENDOATTNTASK,7 DVA,191,417,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,783,Draft,EPIC
ENDOATTNTASK,7 DVA,192,548,>,INVALID 20%,Yellow,-7,J,J,CORRECT,602,Draft,EPIC
ENDOATTNTASK,7 DVA,193,345,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,505,Draft,EPIC
ENDOATTNTASK,7 DVA,194,425,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1075,Draft,EPIC
ENDOATTNTASK,7 DVA,195,437,<,VALID 80%,Yellow,-7,J,J,CORRECT,513,Draft,EPIC
ENDOATTNTASK,7 DVA,196,429,<,INVALID 20%,Green,7,J,J,CORRECT,571,Draft,EPIC
ENDOATTNTASK,7 DVA,197,350,>,VALID 80%,Yellow,7,J,J,CORRECT,1150,Draft,EPIC
ENDOATTNTASK,7 DVA,198,423,<,VALID 80%,Blue,-7,F,F,CORRECT,627,Draft,EPIC
ENDOATTNTASK,7 DVA,199,434,<,VALID 80%,Yellow,-7,J,J,CORRECT,566,Draft,EPIC
ENDOATTNTASK,7 DVA,200,453,>,VALID 80%,Red,7,F,F,CORRECT,1097,Draft,EPIC
ENDOATTNTASK,7 DVA,1,507,<,VALID 80%,Yellow,-7,J,J,CORRECT,1117,Draft,EPIC
ENDOATTNTASK,7 DVA,2,529,<,INVALID 20%,Red,7,F,F,CORRECT,1171,Draft,EPIC
ENDOATTNTASK,7 DVA,3,332,<,VALID 80%,Red,-7,F,F,CORRECT,1118,Draft,EPIC
ENDOATTNTASK,7 DVA,4,461,<,VALID 80%,Yellow,-7,J,J,CORRECT,739,Draft,EPIC
ENDOATTNTASK,7 DVA,5,440,<,VALID 80%,Red,-7,F,F,CORRECT,610,Draft,EPIC
ENDOATTNTASK,7 DVA,6,375,>,VALID 80%,Blue,7,F,F,CORRECT,825,Draft,EPIC
ENDOATTNTASK,7 DVA,7,447,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,953,Draft,EPIC
ENDOATTNTASK,7 DVA,8,347,<,VALID 80%,Yellow,-7,J,J,CORRECT,953,Draft,EPIC
ENDOATTNTASK,7 DVA,9,449,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1051,Draft,EPIC
ENDOATTNTASK,7 DVA,10,336,>,VALID 80%,Yellow,7,J,J,CORRECT,764,Draft,EPIC
ENDOATTNTASK,7 DVA,11,444,<,VALID 80%,Red,-7,F,F,CORRECT,1106,Draft,EPIC
ENDOATTNTASK,7 DVA,12,421,<,INVALID 20%,Blue,7,F,F,CORRECT,1079,Draft,EPIC
ENDOATTNTASK,7 DVA,13,448,+,NEUTRAL 50%,Red,7,F,F,CORRECT,652,Draft,EPIC
ENDOATTNTASK,7 DVA,14,351,<,VALID 80%,Red,-7,F,F,CORRECT,599,Draft,EPIC
ENDOATTNTASK,7 DVA,15,421,+,NEUTRAL 50%,Red,7,F,F,CORRECT,679,Draft,EPIC
ENDOATTNTASK,7 DVA,16,371,>,VALID 80%,Red,7,F,F,CORRECT,929,Draft,EPIC
ENDOATTNTASK,7 DVA,17,455,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,595,Draft,EPIC
ENDOATTNTASK,7 DVA,18,375,>,VALID 80%,Yellow,7,J,J,CORRECT,575,Draft,EPIC
ENDOATTNTASK,7 DVA,19,353,<,VALID 80%,Yellow,-7,J,J,CORRECT,697,Draft,EPIC
ENDOATTNTASK,7 DVA,20,469,>,VALID 80%,Red,7,F,F,CORRECT,781,Draft,EPIC
ENDOATTNTASK,7 DVA,21,542,<,INVALID 20%,Green,7,J,J,CORRECT,958,Draft,EPIC
ENDOATTNTASK,7 DVA,22,542,>,INVALID 20%,Red,-7,F,F,CORRECT,1158,Draft,EPIC
ENDOATTNTASK,7 DVA,23,419,>,INVALID 20%,Red,-7,F,F,CORRECT,1081,Draft,EPIC
ENDOATTNTASK,7 DVA,24,348,>,VALID 80%,Blue,7,F,F,CORRECT,1152,Draft,EPIC
ENDOATTNTASK,7 DVA,25,438,<,INVALID 20%,Blue,7,F,F,CORRECT,1012,Draft,EPIC
ENDOATTNTASK,7 DVA,26,564,>,INVALID 20%,Yellow,-7,J,J,CORRECT,886,Draft,EPIC
ENDOATTNTASK,7 DVA,27,438,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,762,Draft,EPIC
ENDOATTNTASK,7 DVA,28,455,<,VALID 80%,Green,-7,J,J,CORRECT,945,Draft,EPIC
ENDOATTNTASK,7 DVA,29,462,<,VALID 80%,Blue,-7,F,F,CORRECT,1188,Draft,EPIC
ENDOATTNTASK,7 DVA,30,535,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,615,Draft,EPIC
ENDOATTNTASK,7 DVA,31,466,>,VALID 80%,Blue,7,F,F,CORRECT,884,Draft,EPIC
ENDOATTNTASK,7 DVA,32,344,<,VALID 80%,Red,-7,F,F,CORRECT,606,Draft,EPIC
ENDOATTNTASK,7 DVA,33,450,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,850,Draft,EPIC
ENDOATTNTASK,7 DVA,34,463,<,VALID 80%,Blue,-7,F,F,CORRECT,887,Draft,EPIC
ENDOATTNTASK,7 DVA,35,445,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,855,Draft,EPIC
ENDOATTNTASK,7 DVA,36,457,<,VALID 80%,Red,-7,F,F,CORRECT,693,Draft,EPIC
ENDOATTNTASK,7 DVA,37,421,<,INVALID 20%,Blue,7,F,F,CORRECT,729,Draft,EPIC
ENDOATTNTASK,7 DVA,38,346,>,VALID 80%,Red,7,F,F,CORRECT,1004,Draft,EPIC
ENDOATTNTASK,7 DVA,39,427,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1173,Draft,EPIC
ENDOATTNTASK,7 DVA,40,334,>,VALID 80%,Blue,7,F,F,CORRECT,816,Draft,EPIC
ENDOATTNTASK,7 DVA,41,466,<,VALID 80%,Yellow,-7,J,J,CORRECT,1134,Draft,EPIC
ENDOATTNTASK,7 DVA,42,468,<,VALID 80%,Blue,-7,F,F,CORRECT,1132,Draft,EPIC
ENDOATTNTASK,7 DVA,43,425,<,VALID 80%,Green,-7,J,J,CORRECT,825,Draft,EPIC
ENDOATTNTASK,7 DVA,44,336,>,VALID 80%,Green,7,J,J,CORRECT,764,Draft,EPIC
ENDOATTNTASK,7 DVA,45,559,>,INVALID 20%,Blue,-7,F,F,CORRECT,1191,Draft,EPIC
ENDOATTNTASK,7 DVA,46,527,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1023,Draft,EPIC
ENDOATTNTASK,7 DVA,47,353,>,VALID 80%,Green,7,J,J,CORRECT,1197,Draft,EPIC
ENDOATTNTASK,7 DVA,48,533,>,INVALID 20%,Blue,-7,F,F,CORRECT,917,Draft,EPIC
ENDOATTNTASK,7 DVA,49,428,<,VALID 80%,Green,-7,J,J,CORRECT,1022,Draft,EPIC
ENDOATTNTASK,7 DVA,50,450,>,VALID 80%,Blue,7,F,F,CORRECT,950,Draft,EPIC
ENDOATTNTASK,7 DVA,51,468,<,VALID 80%,Green,-7,J,J,CORRECT,1232,Draft,EPIC
ENDOATTNTASK,7 DVA,52,444,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1106,Draft,EPIC
ENDOATTNTASK,7 DVA,53,357,<,VALID 80%,Red,-7,F,F,CORRECT,1243,Draft,EPIC
ENDOATTNTASK,7 DVA,54,546,+,NEUTRAL 50%,Green,7,J,J,CORRECT,904,Draft,EPIC
ENDOATTNTASK,7 DVA,55,370,>,VALID 80%,Yellow,7,J,J,CORRECT,680,Draft,EPIC
ENDOATTNTASK,7 DVA,56,536,>,INVALID 20%,Red,-7,F,F,CORRECT,1114,Draft,EPIC
ENDOATTNTASK,7 DVA,57,460,<,VALID 80%,Green,-7,J,J,CORRECT,1090,Draft,EPIC
ENDOATTNTASK,7 DVA,58,418,<,INVALID 20%,Green,7,J,J,CORRECT,532,Draft,EPIC
ENDOATTNTASK,7 DVA,59,371,>,VALID 80%,Green,7,J,J,CORRECT,1229,Draft,EPIC
ENDOATTNTASK,7 DVA,60,447,<,VALID 80%,Red,-7,F,F,CORRECT,1203,Draft,EPIC
ENDOATTNTASK,7 DVA,61,523,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1227,Draft,EPIC
ENDOATTNTASK,7 DVA,62,447,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1053,Draft,EPIC
ENDOATTNTASK,7 DVA,63,351,<,VALID 80%,Blue,-7,F,F,CORRECT,1149,Draft,EPIC
ENDOATTNTASK,7 DVA,64,323,<,VALID 80%,Blue,-7,F,F,CORRECT,727,Draft,EPIC
ENDOATTNTASK,7 DVA,65,517,+,NEUTRAL 50%,Green,7,J,J,CORRECT,833,Draft,EPIC
ENDOATTNTASK,7 DVA,66,458,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,592,Draft,EPIC
ENDOATTNTASK,7 DVA,67,454,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,696,Draft,EPIC
ENDOATTNTASK,7 DVA,68,520,<,INVALID 20%,Yellow,7,J,J,CORRECT,630,Draft,EPIC
