
TASKTYPE,ECCMAGNITUDE,TRIAL,RT,CUE,CUEVALIDITY,STIMCOLOR,STIMLOC,RESPONSE,CORRECTRESPONSE,ACCURACY,STIMWAITTIME,TAG,RULES
ENDOATTNTASK,7 DVA,219,457,<,VALID 80%,Yellow,-7,J,J,CORRECT,793,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,220,482,>,VALID 80%,Red,7,F,F,CORRECT,1118,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,221,364,<,VALID 80%,Blue,-7,F,F,CORRECT,836,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,222,351,>,VALID 80%,Blue,7,F,F,CORRECT,999,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,223,535,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1115,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,224,380,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,570,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,225,508,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,742,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,226,375,<,VALID 80%,Red,-7,F,F,CORRECT,1075,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,227,499,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,551,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,228,404,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1296,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,229,481,>,VALID 80%,Blue,7,F,F,CORRECT,519,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,230,419,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,831,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,231,532,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1168,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,232,447,>,VALID 80%,Red,7,F,F,CORRECT,1153,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,233,385,<,VALID 80%,Blue,-7,F,F,CORRECT,815,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,234,372,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1228,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,235,380,>,VALID 80%,Blue,7,F,F,CORRECT,620,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,236,498,<,VALID 80%,Green,-7,J,J,CORRECT,902,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,237,380,>,VALID 80%,Green,7,J,J,CORRECT,720,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,238,463,>,VALID 80%,Red,7,F,F,CORRECT,537,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,239,522,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,928,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,240,457,<,VALID 80%,Red,-7,F,F,CORRECT,793,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,241,373,>,VALID 80%,Blue,7,F,F,CORRECT,1027,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,242,437,>,VALID 80%,Yellow,7,J,J,CORRECT,913,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,243,520,<,INVALID 20%,Blue,7,F,F,CORRECT,930,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,244,470,>,VALID 80%,Green,7,J,J,CORRECT,580,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,245,437,>,VALID 80%,Red,7,F,F,CORRECT,1013,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,246,493,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1007,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,247,405,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1095,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,248,409,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1091,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,249,352,>,VALID 80%,Yellow,7,J,J,CORRECT,548,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,250,360,<,VALID 80%,Green,-7,J,J,CORRECT,640,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,251,499,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,951,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,252,391,<,VALID 80%,Red,-7,F,F,CORRECT,1059,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,253,449,>,INVALID 20%,Red,-7,F,F,CORRECT,501,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,254,400,+,NEUTRAL 50%,Red,7,F,F,CORRECT,500,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,255,524,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,976,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,256,358,<,VALID 80%,Yellow,-7,J,J,CORRECT,1142,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,257,487,<,VALID 80%,Blue,-7,F,F,CORRECT,713,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,258,484,>,VALID 80%,Green,7,J,J,CORRECT,1016,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,259,407,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,843,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,260,438,>,VALID 80%,Red,7,F,F,CORRECT,1262,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,261,494,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,606,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,262,341,>,VALID 80%,Yellow,7,J,J,CORRECT,609,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,263,375,>,VALID 80%,Green,7,J,J,CORRECT,1075,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,264,503,<,INVALID 20%,Red,7,F,F,CORRECT,1297,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,265,526,<,INVALID 20%,Green,7,J,J,CORRECT,624,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,266,405,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,995,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,267,514,<,INVALID 20%,Blue,7,F,F,CORRECT,786,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,268,484,<,VALID 80%,Yellow,-7,J,J,CORRECT,916,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,269,488,<,VALID 80%,Red,-7,F,F,CORRECT,1262,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,270,375,>,VALID 80%,Blue,7,F,F,CORRECT,1225,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,271,379,>,VALID 80%,Red,7,F,F,CORRECT,1221,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,272,437,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,513,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,273,484,<,VALID 80%,Green,-7,J,J,CORRECT,966,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,274,453,>,VALID 80%,Red,7,F,F,CORRECT,1197,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,275,417,<,INVALID 20%,Red,7,F,F,CORRECT,1183,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,276,485,<,VALID 80%,Yellow,-7,J,J,CORRECT,615,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,277,457,>,VALID 80%,Blue,7,F,F,CORRECT,1193,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,278,528,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,922,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,279,361,<,VALID 80%,Green,-7,J,J,CORRECT,939,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,280,538,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,962,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,281,483,>,VALID 80%,Yellow,7,J,J,CORRECT,1117,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,282,480,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,520,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,283,512,+,NEUTRAL 50%,Green,7,J,J,CORRECT,888,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,284,477,<,VALID 80%,Blue,-7,F,F,CORRECT,523,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,285,516,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1084,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,286,459,<,VALID 80%,Red,-7,F,F,CORRECT,691,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,287,519,<,INVALID 20%,Green,7,J,J,CORRECT,581,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,288,365,<,VALID 80%,Yellow,-7,J,J,CORRECT,685,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,289,348,>,VALID 80%,Yellow,7,J,J,CORRECT,552,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,290,479,>,VALID 80%,Blue,7,F,F,CORRECT,921,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,291,529,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,721,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,292,404,+,NEUTRAL 50%,Green,7,J,J,CORRECT,896,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,293,444,>,VALID 80%,Red,7,F,F,CORRECT,856,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,294,480,>,VALID 80%,Green,7,J,J,CORRECT,620,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,295,401,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1249,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,296,522,>,INVALID 20%,Blue,-7,F,F,CORRECT,528,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,297,373,>,VALID 80%,Blue,7,F,F,CORRECT,727,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,298,399,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,501,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,299,409,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,991,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,300,462,>,VALID 80%,Yellow,7,J,J,CORRECT,988,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,301,338,>,VALID 80%,Yellow,7,J,J,CORRECT,862,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,302,437,<,INVALID 20%,Green,7,J,J,CORRECT,613,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,303,426,<,INVALID 20%,Yellow,7,J,J,CORRECT,1274,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,304,398,+,NEUTRAL 50%,Green,7,J,J,CORRECT,602,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,305,415,<,INVALID 20%,Yellow,7,J,J,CORRECT,985,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,306,414,<,INVALID 20%,Green,7,J,J,CORRECT,686,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,307,446,>,VALID 80%,Red,7,F,F,CORRECT,554,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,308,404,<,INVALID 20%,Blue,7,F,F,CORRECT,1046,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,309,425,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1225,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,310,501,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,699,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,311,528,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1022,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,312,427,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,573,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,313,361,<,VALID 80%,Red,-7,F,F,CORRECT,1189,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,314,444,>,VALID 80%,Yellow,7,J,J,CORRECT,706,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,315,425,<,INVALID 20%,Yellow,7,J,J,CORRECT,725,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,316,379,>,VALID 80%,Green,7,J,J,CORRECT,1221,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,317,538,>,INVALID 20%,Red,-7,F,F,CORRECT,1162,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,318,488,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1212,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,319,558,>,INVALID 20%,Red,-7,F,F,CORRECT,1192,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,320,411,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1189,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,321,512,>,INVALID 20%,Green,-7,J,J,CORRECT,888,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,322,367,>,VALID 80%,Green,7,J,J,CORRECT,633,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,323,370,>,VALID 80%,Yellow,7,J,J,CORRECT,1280,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,324,499,<,VALID 80%,Red,-7,F,F,CORRECT,1051,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,325,464,<,VALID 80%,Green,-7,J,J,CORRECT,836,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,326,513,>,INVALID 20%,Red,-7,F,F,CORRECT,837,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,327,506,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,844,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,328,494,<,VALID 80%,Blue,-7,F,F,CORRECT,1006,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,329,462,>,VALID 80%,Yellow,7,J,J,CORRECT,838,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,330,454,>,VALID 80%,Blue,7,F,F,CORRECT,846,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,331,520,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,880,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,332,489,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,911,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,333,460,>,VALID 80%,Green,7,J,J,CORRECT,840,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,334,493,<,VALID 80%,Blue,-7,F,F,CORRECT,657,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,335,445,>,INVALID 20%,Red,-7,F,F,CORRECT,655,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,336,416,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1084,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,337,439,>,INVALID 20%,Blue,-7,F,F,CORRECT,1111,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,338,425,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1025,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,339,478,<,VALID 80%,Yellow,-7,J,J,CORRECT,1122,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,340,377,<,VALID 80%,Yellow,-7,J,J,CORRECT,623,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,341,383,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1167,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,342,441,>,VALID 80%,Red,7,F,F,CORRECT,659,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,343,440,>,VALID 80%,Green,7,J,J,CORRECT,1060,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,344,530,>,INVALID 20%,Red,-7,F,F,CORRECT,1220,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,345,511,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1239,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,346,461,>,VALID 80%,Red,7,F,F,CORRECT,889,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,347,526,>,INVALID 20%,Green,-7,J,J,CORRECT,974,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,348,426,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1074,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,349,542,>,INVALID 20%,Red,-7,F,F,CORRECT,508,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,350,369,>,VALID 80%,Blue,7,F,F,CORRECT,1281,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,351,361,<,VALID 80%,Blue,-7,F,F,CORRECT,789,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,352,449,>,VALID 80%,Yellow,7,J,J,CORRECT,751,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,353,434,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1016,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,354,428,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,622,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,355,514,+,NEUTRAL 50%,Red,7,F,F,CORRECT,986,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,356,417,+,NEUTRAL 50%,Red,7,F,F,CORRECT,833,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,357,393,<,VALID 80%,Red,-7,F,F,CORRECT,1057,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,358,385,>,VALID 80%,Blue,7,F,F,CORRECT,1165,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,359,517,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1083,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,360,378,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1272,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,361,479,>,VALID 80%,Blue,7,F,F,CORRECT,521,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,362,368,<,VALID 80%,Blue,-7,F,F,CORRECT,732,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,363,509,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,741,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,364,348,>,VALID 80%,Green,7,J,J,CORRECT,1102,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,365,346,>,VALID 80%,Green,7,J,J,CORRECT,504,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,366,449,>,VALID 80%,Blue,7,F,F,CORRECT,851,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,367,409,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,941,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,368,454,>,VALID 80%,Yellow,7,J,J,CORRECT,896,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,369,510,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1190,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,370,507,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1193,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,371,339,>,VALID 80%,Yellow,7,J,J,CORRECT,511,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,372,376,<,VALID 80%,Green,-7,J,J,CORRECT,574,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,373,494,<,VALID 80%,Red,-7,F,F,CORRECT,1106,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,374,454,>,VALID 80%,Yellow,7,J,J,CORRECT,1296,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,375,416,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,684,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,376,429,<,INVALID 20%,Yellow,7,J,J,CORRECT,571,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,377,507,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1243,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,378,460,<,VALID 80%,Yellow,-7,J,J,CORRECT,790,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,379,456,>,VALID 80%,Red,7,F,F,CORRECT,1044,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,380,508,+,NEUTRAL 50%,Green,7,J,J,CORRECT,942,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,381,441,>,VALID 80%,Red,7,F,F,CORRECT,1059,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,382,364,>,VALID 80%,Red,7,F,F,CORRECT,1186,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,383,481,+,NEUTRAL 50%,Green,7,J,J,CORRECT,869,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,384,441,<,INVALID 20%,Yellow,7,J,J,CORRECT,909,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,385,453,<,VALID 80%,Red,-7,F,F,CORRECT,847,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,386,377,>,VALID 80%,Blue,7,F,F,CORRECT,1123,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,387,436,>,VALID 80%,Yellow,7,J,J,CORRECT,564,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,388,484,>,VALID 80%,Blue,7,F,F,CORRECT,1066,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,389,387,<,VALID 80%,Blue,-7,F,F,CORRECT,563,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,390,553,>,INVALID 20%,Green,-7,J,J,CORRECT,797,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,391,474,+,NEUTRAL 50%,Red,7,F,F,CORRECT,576,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,392,339,>,VALID 80%,Red,7,F,F,CORRECT,811,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,393,493,<,VALID 80%,Yellow,-7,J,J,CORRECT,657,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,394,507,+,NEUTRAL 50%,Red,7,F,F,CORRECT,793,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,395,372,>,VALID 80%,Blue,7,F,F,CORRECT,578,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,396,524,>,INVALID 20%,Yellow,-7,J,J,CORRECT,676,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,397,402,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1148,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,398,496,<,VALID 80%,Blue,-7,F,F,CORRECT,954,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,399,543,>,INVALID 20%,Green,-7,J,J,CORRECT,857,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,400,369,<,VALID 80%,Yellow,-7,J,J,CORRECT,1231,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,401,520,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1280,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,402,372,>,VALID 80%,Blue,7,F,F,CORRECT,1178,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,403,364,<,VALID 80%,Red,-7,F,F,CORRECT,1186,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,404,345,>,VALID 80%,Red,7,F,F,CORRECT,505,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,405,449,>,VALID 80%,Yellow,7,J,J,CORRECT,1001,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,406,395,<,VALID 80%,Yellow,-7,J,J,CORRECT,705,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,407,386,<,VALID 80%,Green,-7,J,J,CORRECT,614,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,408,364,>,VALID 80%,Green,7,J,J,CORRECT,736,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,409,493,+,NEUTRAL 50%,Red,7,F,F,CORRECT,957,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,410,480,<,VALID 80%,Green,-7,J,J,CORRECT,1120,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,411,372,>,VALID 80%,Green,7,J,J,CORRECT,828,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,412,481,<,VALID 80%,Blue,-7,F,F,CORRECT,919,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,413,511,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1089,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,414,357,>,VALID 80%,Yellow,7,J,J,CORRECT,1093,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,415,525,>,INVALID 20%,Red,-7,F,F,CORRECT,1175,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,416,403,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1047,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,417,451,<,VALID 80%,Yellow,-7,J,J,CORRECT,699,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,418,385,>,VALID 80%,Yellow,7,J,J,CORRECT,515,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,419,400,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,600,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,420,415,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,885,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,421,460,<,VALID 80%,Red,-7,F,F,CORRECT,540,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,422,463,<,VALID 80%,Green,-7,J,J,CORRECT,987,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,423,409,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,841,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,424,470,<,VALID 80%,Blue,-7,F,F,CORRECT,880,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,425,385,<,VALID 80%,Blue,-7,F,F,CORRECT,565,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,426,542,>,INVALID 20%,Green,-7,J,J,CORRECT,1008,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,427,403,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,547,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,428,392,<,VALID 80%,Green,-7,J,J,CORRECT,1208,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,429,514,>,INVALID 20%,Red,-7,F,F,CORRECT,1136,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,430,428,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,672,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,431,364,>,VALID 80%,Red,7,F,F,CORRECT,986,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,432,492,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1208,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,433,474,>,VALID 80%,Red,7,F,F,CORRECT,676,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,434,467,<,VALID 80%,Yellow,-7,J,J,CORRECT,583,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,435,475,<,VALID 80%,Red,-7,F,F,CORRECT,1125,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,436,463,<,VALID 80%,Green,-7,J,J,CORRECT,537,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,437,501,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,949,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,438,336,>,VALID 80%,Red,7,F,F,CORRECT,714,Draft,endo-atten.prs
